Xkr4
Ugt1a1
Mroh2a
Hjurp
Trpm8
Spp2
Glrp1
Arl4c
Sh3bp4
Agap1
Gbx2
Asb18
Iqca1
Ackr3
Cops8
Col6a3
Mlph
Prlh
Rab17
Lrrfip1
Rbm44
Ramp1
Ube2f
Scly
Espnl
Klhl30
Erfe
Ilkap
Hes6
Per2
Traf3ip1
Asb1
Twist2
Hdac4
Ndufa10
Or6b2
Or6b2b
Or6b3
Or9s23
Or9s14
Or9s13
Cops9
Otos
Gpc1
Ankmy1
Dusp28
Rnpepl1
Capn10
Gpr35
Aqp12
Kif1a
Agxt
Mab21l4
Crocc2
Sned1
Mterf4
Pask
Ppp1r7
Ano7
Hdlbp
Septin2
Farp2
Stk25
Bok
Thap4
Atg4b
Dtymk
Ing5
D2hgdh
Gal3st2
Gal3st2b
Gal3st2c
Neu4
Pdcd1
Fam174a
St8sia4
Slco4c1
Slco6c1
Macir
Ppip5k2
Gin1
Pam
Cntnap5b
Cdh20
Rnf152
Pign
Relch
Tnfrsf11a
Zcchc2
Phlpp1
Bcl2
Kdsr
Vps4b
Serpinb5
Serpinb12
Serpinb13
Serpinb3a
Serpinb3d
Serpinb3b
Serpinb3c
Serpinb11
Serpinb7
Serpinb2
Serpinb10
Serpinb8
Cdh7
Cdh19
Dsel
Cntnap5a
B020011L13Rik
Tsn
Nifk
Clasp1
Tfcp2l1
Gli2
Inhbb
Ralb
Tmem185b
Epb41l5
Ptpn4
Tmem177
Cfap221
Sctr
Tmem37
Dbi
3110009E18Rik
Steap3
C1ql2
Marco
En1
Insig2
Ccdc93
Htr5b
Ddx18
Dpp10
Actr3
Slc35f5
Gpr39
Lypd1
Nckap5
Mgat5
Tmem163
Acmsd
Ccnt2
Map3k19
Rab3gap1
Zranb3
R3hdm1
Ubxn4
Lct
Mcm6
Dars1
Cxcr4
Thsd7b
Cd55b
Cd55
Zp3r
C4bp
Pfkfb2
Yod1
AA986860
Fcamr
Pigr
Fcmr
Il24
Il19
Il10
Mapkapk2
Dyrk3
Eif2d
Rassf5
Ikbke
Srgap2
Fam72a
Avpr1b
Ctse
Rab7b
Slc26a9
Pm20d1
Slc41a1
Rab29
Nucks1
Slc45a3
Elk4
Mfsd4a
Cdk18
Lemd1
Klhdc8a
Nuak2
Tmcc2
Dstyk
Rbbp5
Tmem81
Cntn2
Nfasc
Lrrn2
Mdm4
Pik3c2b
Ppp1r15b
Plekha6
Golt1a
Kiss1
Ren1
Etnk2
Sox13
Snrpe
Zbed6
Zc3h11a
Lax1
Atp2b4
Optc
Prelp
Fmod
Btg2
Chit1
Chi3l1
Mybph
Adora1
Myog
Ppfia4
Tmem183a
Mgat4f
Cyb5r1
Adipor1
Klhl12
Rabif
Mgat4e
Kdm5b
Syt2
Ppp1r12b
Ube2t
Lgr6
Ptpn7
Arl8a
Gpr37l1
Elf3
Rnpep
Timm17a
Lmod1
Shisa4
Ipo9
Nav1
Csrp1
Phlda3
Tnni1
Lad1
Tnnt2
Pkp1
Igfn1
Tmem9
Ascl5
Cacna1s
Kif21b
Mroh3
Inava
Gpr25
Camsap2
Ddx59
Kif14
Zfp281
Nr5a2
Ptprc
Atp6v1g3
Nek7
Lhx9
2310009B15Rik
Dennd1b
Crb1
Zbtb41
Aspm
F13b
Cfhr1
Cfhr3
Cfhr4
Cfhr2
Cfh
Kcnt2
B3galt2
Cdc73
Glrx2
Ro60
Uchl5
Rgs2
Rgs13
Rgs1
Rgs21
Rgs18
Brinp3
Pla2g4a
Ptgs2
Pdc
Tpr
Odr4
Prg4
Hmcn1
3110040M04Rik
Ivns1abp
Swt1
Trmt1l
Rnf2
Niban1
Edem3
1700025G04Rik
Tsen15
Colgalt2
Rgl1
Apobec4
Arpc5
Ncf2
Smg7
Nmnat2
Lamc2
Lamc1
Shcbp1l
Dhx9
Npl
Rgs8
Rgs16
Rnasel
Rgsl1
Teddm2
Teddm1b
Teddm1a
Glul
Zfp648
Cacna1e
Ier5
Mr1
Stx6
BC034090
Xpr1
Acbd6
Lhx4
Qsox1
Cep350
Tor1aip2
Tor1aip1
Fam163a
Tdrd5
Nphs2
Axdnd1
Soat1
Abl2
Tor3a
Fam20b
Angptl1
Ralgps2
Tex35
Rasal2
Cryzl2
Sec16b
Brinp2
Astn1
Pappa2
Cop1
Tnr
4930523C07Rik
Tnn
Mrps14
Cacybp
Gpr52
Rabgap1l
Rc3h1
Serpinc1
Zbtb37
Dars2
Cenpl
Klhl20
Ankrd45
Tex50
Prdx6
Tnfsf4
Tnfsf18
Fasl
Suco
Pigc
4930558K02Rik
Dnm3
Mettl13
Vamp4
Myoc
Myocos
Prrc2c
Fmo4
Fmo1
Fmo2
Fmo6
Fmo3
Mroh9
Prrx1
Gorab
Ntmt2
Kifap3
Scyl3
Firrm
Mettl18
Sele
Sell
Selp
F5
Slc19a2
Ccdc181
Blzf1
Nme7
Atp1b1
Dpt
Xcl1
Tbx19
Sft2d2
Tiprl
Gpr161
Dcaf6
Mpc2
Adcy10
Mpzl1
Rcsd1
Creg1
Cd247
Pou2f1
Styxl2
Gpa33
Mael
Ildr2
Tada1
Pogk
Gm4846
Gm4847
Fmo9
Fam78b
Uck2
Tmco1
Aldh9a1
Mgst3
Lrrc52
Rxrg
Lmx1a
Pbx1
Nuf2
Rgs5
Rgs4
Ccdc190
Hsd17b7
Ddr2
Uap1
Uhmk1
Sh2d1b2
Sh2d1b1
Gm7694
Spata46
Nos1ap
Olfml2b
Gm29733
Atf6
Dusp12
Fcrlb
Fcrla
Fcgr2b
Fcgr4
Fcgr3
Cfap126
Sdhc
Mpz
Pcp4l1
Nr1i3
Tomm40l
Apoa2
Fcer1g
Ndufs2
Adamts4
B4galt3
Ppox
Usp21
Ufc1
Dedd
Nit1
Pfdn2
Klhdc9
Nectin4
Arhgap30
Usf1
Tstd1
F11r
Alyref2
Itln1
Cd244a
Ly9
Slamf7
Cd48
Tma7-ps
Slamf1
Cd84
Slamf6
Vangl2
Nhlh1
Copa
Ncstn
Pex19
Dcaf8
Pea15a
Casq1
Atp1a4
Atp1a2
Igsf8
Kcnj9
Kcnj10
Pigm
Slamf9
Igsf9
Tagln2
Cfap45
Vsig8
Slamf8
Fcrl6
Dusp23
Crp
Or10j5
Or10j7
Or10j3
Or10j3b
Fcer1a
Or10j2
Ackr1
Cadm3
Aim2
Ifi206
Ifi214
Ifi213
Ifi209
Ifi208
Ifi207
Ifi204
Mndal
Ifi211
Ifi203
Ifi202b
Ifi205
Or10aa1
Or10aa3
Or6n1
Or6k14
Or6k6
Or6k4
Or6k2
Spta1
Or10z1
Mptx1
Or10x1
Or10x4
Or6p1
Or6y1
Fmn2
Grem2
Rgs7
Fh1
Kmo
Chml
Opn3
Wdr64
Exo1
Becn2
Pld5
Cep170
Sdccag8
Akt3
Zbtb18
Spmip3
Adss2
Catspere1
Catspere2
Desi2
Cox20
Hnrnpu
Efcab2
Kif26b
Smyd3
Tfb2m
Cnst
Sccpdh
Kif28
Ahctf1
Cdc42bpa
Coq8a
Psen2
Itpkb
Stum
Parp1
Lin9
Mixl1
Acbd3
H3f3a
Sde2
Lefty2
Pycr2
Lefty1
Tmem63a
Ephx1
Degs1l
Nvl
Cnih4
Wdr26
Cnih3
Ccdc121rt1
Dnah14
Lbr
Enah
Srp9
Gm33887
Degs1
Fbxo28
Trp53bp2
Capn2
Capn8
Ccdc185
Susd4
Tlr5
Disp1
Brox
Aida
Mia3
Taf1a
Hhipl2
1700056E22Rik
Dusp10
Hlx
Mtarc1
Mtarc2
C130074G19Rik
Mark1
Rab3gap2
Iars2
Bpnt1
Eprs1
Slc30a10
Lyplal1
Tgfb2
Rrp15
D1Pas1
Spata17
Gpatch2
Esrrg
Ush2a
Kctd3
Kcnk2
Cenpf
Ptpn14
Smyd2
Prox1
Rps6kc1
Angel2
Vash2
Flvcr1
Spata45
Tatdn3
Nsl1
Batf3
Garin4
Atf3
Nenf
Pacc1
Ppp2r5a
Dtl
Ints7
Lpgat1
Nek2
Slc30a1
Rd3
Traf5
Rcor3
Kcnh1
Hhat
Sertad4
Syt14
Utp25
Irf6
A130010J15Rik
Traf3ip3
Hsd11b1
G0s2
Lamb3
Camk1g
Plxna2
Cd34
Cd46
Cr1l
Cr2
Ulbp3
H60c
Ppp1r14c
Iyd
Plekhg1
Mthfd1l
Akap12
Zbtb2
Rmnd1
Armt1
Ccdc170
Esr1
Syne1
Myct1
Vip
Fbxo5
Mtrf1l
Rgs17
Oprm1
Ipcef1
Cnksr3
Ulbp1
Lrp11
Pcmt1
Nup43
Lats1
Katna1
Ginm1
Ppil4
Zc3h12d
Tab2
Ust
Sash1
Samd5
Stxbp5
Adgb
Rab32
Grm1
Shprh
Fbxo30
Epm2a
Utrn
Stx11
Sf3b5
Plagl1
Zc2hc1b
Ltv1
Phactr2
Fuca2
Adat2
Pex3
Aig1
Hivep2
Adgrg6
Vta1
Gje1
Nmbr
Cited2
Txlnb
Heca
Abracl
Reps1
Ect2l
Ccdc28a
Nhsl1
Hebp2
Arfgef3
Gm4922
Perp
Tnfaip3
Olig3
Ifngr1
Il22ra2
Il20ra
Slc35d3
Pex7
Map3k5
Map7
Rpl32l
Bclaf1
Mtfr2
Pde7b
Ahi1
Myb
Hbs1l
Aldh8a1
Sgk1
Semp2l2b
E030030I06Rik
Raet1e
H60b
Raet1d
Slc2a12
Tbpl1
Tcf21
Eya4
Rps12
Slc18b1
Vnn3
Vnn1
Taar1
Taar2
Taar3
Taar4
Taar5
Taar6
Taar7a
Taar7d
Taar7f
Taar8a
Taar8b
Taar9
Stx7
Moxd1
Ccn2
Enpp1
Enpp3
Med23
Arg1
Akap7
Epb41l2
Smlr1
Tmem200a
Samd3
L3mbtl3
Arhgap18
Lama2
Ptprk
Themis
2310057J18Rik
Mtcl3
9330159F19Rik
Echdc1
Rnf146
Rspo3
Cenpw
Trmt11
Hint3
Ncoa7
Hey2
Hddc2
Supt4b
Tpd52l1
Rnf217
Nkain2
Trdn
Clvs2
Sult3a2
Sult3a1
Rsph4a
Zup1
Rwdd1
Trappc3l
Calhm4
Calhm5
Calhm6
Dse
Tspyl1
Tspyl4
Col10a1
Nt5dc1
Frk
Amd2
Hs3st5
Hdac2
Marcks
Lama4
Fam229b
Tube1
Ccn6
Fyn
Traf3ip2
Rev3l
Mfsd4b4
Mfsd4b5
Mfsd4b1
Slc16a10
Rpf2
Gtf3c6
Amd1
Cdk19
Slc22a16
Ddo
Mettl24
Cdc40
Wasf1
Gpr6
Fig4
Ak9
Zbtb24
Mical1
Smpd2
Ppil6
Cd164
Ccdc162
Cep57l1
Sesn1
Armc2
Foxo3
Afg1l
Snx3
Nr2e1
Ostm1
Sec63
Scml4
Sobp
Pdss2
Bend3
Mtres1
Cd24a
Qrsl1
Rtn4ip1
Crybg1
Atg5
Prdm1
Prep
Popdc3
Bves
Lin28b
Hace1
Grik2
Ascc3
Sim1
Lilrb4b
Lilrb4a
Fam162b
Gprc6a
Rfx6
Vgll2
Ros1
Dcbld1
Gopc
Nepn
Nus1
Slc35f1
Pln
Cep85l
Asf1a
Mcm9
Fam184a
Man1a
Msl3l2
Tbc1d32
Gja1
Hsf2
Serinc1
Pkib
Fabp7
Smpdl3a
Duxf4
Gcc2
Lims1
Ranbp2
Ccdc138
Edar
Sh3rf3
Septin10
Sowahc
P4ha1
Pla2g12b
Oit3
Mcu
Micu1
Dnajb12
Ddit4
Ascc1
Anapc16
Spock2
Chst3
Psap
Vsir
Gm17455
Cdh23
Slc29a3
Unc5b
Pcbd1
Sgpl1
Tbata
Adamts14
Prf1
Pald1
Nodal
Eif4ebp2
Lrrc20
Npffr1
Ppa1
Sar1a
Tysnd1
Aifm2
Macroh2a2
Col13a1
Fam241b
Neurog3
Tspan15
Tacr2
Hk1
Hkdc1
Supv3l1
Vps26a
Srgn
Kifbp
Ddx21
Ddx50
Stox1
Ccar1
Tet1
Slc25a16
Dna2
Rufy2
Pbld2
Hnrnph3
Pbld1
Atoh7
Mypn
Herc4
Sirt1
Dnajc12
Ctnna3
Lrrtm3
Reep3
Jmjd1c
Nrbf2
Egr2
Ado
Zfp365
Rtkn2
Arid5b
Cabcoco1
Tmem26
A930033H14Rik
Rhobtb1
Cdk1
Ank3
Ccdc6
Mrln
Slc16a9
Fam13c
Phyhipl
Bicc1
Tfam
Ube2d1
Cisd1
Ipmk
Zwint
Pcdh15
Gnaz
Rsph14
Rab36
Bcr
Specc1l
Adora2a
Upb1
Gucd1
Snrpd3
Lrrc75b
Ggt1
Ggt5
Susd2
Cabin1
Ddt
Gstt3
Gstt1
Gstt4
Gstt2
Mif
Derl3
Smarcb1
Mmp11
Chchd10
Gm867
Vpreb3
Gm5134
Zfp280b
Slc5a4b
Slc5a4a
Prmt2
S100b
Dip2a
Pcnt
2610028H24Rik
Mcm3ap
Ybey
Lss
Spatc1l
Ftcd
Col6a2
Col6a1
Pcbp3
Slc19a1
Col18a1
Pofut2
Adarb1
Slx9
Itgb2
Pttg1ip
Sumo3
Ube2g2
Tspear
Gm19402
Gm9508
Gm10024
Krtap12-1
Gm29802
Gm9736
Gm3233
Gm9639
Gm19668
Gm9507
Gm2696
Krtap10-4
Krtap10-10
Gm36176
Gm10318
Gm3285
Lrrc3
Trpm2
Cfap410
Pfkl
Aire
Dnmt3l
Icosl
Gatd3a
Pwp2
Trappc10
Agpat3
Rrp1
Cstb
Pdxk
Or10b1
Ilvbl
Syde1
Or1i2
Casp14
Tektl1
Slc1a6
Or7c70
Or7a39
Or7a38
Or7a36
Or7a35
Or7a41
2610008E11Rik
Vmn2r80
Vmn2r81
Vmn2r82
Vmn2r83
Plpp2
Mier2
Spmap2
C2cd4c
Shc2
Cimap1d
Madcam1
Tpgs1
Cdc34
Gzmm
Bsg
Hcn2
Polrmt
Fgf22
Rnf126
Fstl3
Prss57
Palm
Misp
Ptbp1
Plppr3
Prtn3
Elane
Cfd
Med16
R3hdm4
Kiss1r
Arid3a
Wdr18
Grin3b
Tmem259
Cnn2
Abca7
Arhgap45
Polr2e
Gpx4
Sbno2
Stk11
Cbarp
Atp5f1d
Midn
Cirbp
Fam174c
Efna2
Pwwp3a
Ndufs7
Gamt
Dazap1
Rps15
Apc2
2310011J03Rik
Pcsk4
Reep6
Adamtsl5
Plk5
Mex3d
Mbd3
Uqcr11
Tcf3
Onecut3
Atp8b3
Rexo1
Klf16
Abhd17a
Adat3
Scamp4
Csnk1g2
Btbd2
Mknk2
Mob3a
Izumo4
Ap3d1
Dot1l
Plekhj1
Sf3a2
Amh
Jsrp1
Oaz1
Lingo3
Lsm7
Sppl2b
Tmprss9
Timm13
Lmnb2
Gadd45b
Gng7
Diras1
Slc39a3
Sgta
Thop1
Creb3l3
Map2k2
Zbtb7a
Pias4
Eef2
Dapk3
Nmrk2
Atcay
Zfr2
Matk
Mrpl54
Apba3
Tjp3
Pip5k1c
Cactin
Tbxa2r
Gipc3
Hmg20b
Mfsd12
Tektip1
Fzr1
Dohh
Gm48552
Smim24
Nfic
Celf5
Ncln
S1pr4
Gna15
Gna11
Tle5
Tle2
Tle6
Sirt6
Ankrd24
Gm10778
Gm51792
Zfp433
Gm3055
Gm32687
Zfp781
Zfp873
BC024063
AU041133
Zfp938
Gm4924
Gm1553
Uqcc6
Tdg
Glt8d2
Hcfc2
Nfyb
Txnrd1
Eid3
Chst11
Slc41a2
Nopchap1
Aldh1l2
Washc4
Appl2
1500009L16Rik
Nuak1
Ckap4
Tcp11l2
Polr3b
Rfx4
Ric8b
Fhl4
Tmem263
Mterf2
Cry1
Abtb3
Gm6713
Gm6721
Pwp1
Prdm4
Ascl4
Rtcb
Bpifc
Fbxo7
Timp3
Syn3
Gm6729
Gm5174
Hsp90b1
Ttc41
Nt5dc3
Stab2
1700113H08Rik
Ascl1
Pah
Igf1
Pmch
Parpbp
Nup37
Washc3
Dram1
Gnptab
Sycp3
Chpt1
Mybpc1
Spic
Gm4925
Arl1
Utp20
Slc5a8
Ano4
Gas2l3
Nr1h4
Slc17a8
Scyl2
Actr6
Bltp3b
Anks1b
Apaf1
Ikbip
Slc25a3
Tmpo
Nedd1
Cfap54
Cdk17
Elk3
Lta4h
Hal
Amdhd1
Ccdc38
Snrpf
Ntn4
Usp44
Metap2
Vezt
Fgd6
Nr2c1
Ndufa12
Tmcc3
Cep83
Plxnc1
Cradd
Socs2
Mrpl42
Ube2n
Nudt4
Eea1
Btg1
Dcn
Lum
Kera
Epyc
Ccer1
Atp2b1
Poc1b
Galnt4
Dusp6
Csl
Kitl
Gm4301
Gm4302
Gm4312
Tmtc3
Cep290
Rlig1
1700017N19Rik
Mgat4c
Nts
Rassf9
Alx1
Lrriq1
Slc6a15
Gm21293
Gm21312
Gm4340
Tmtc2
Mettl25
Ccdc59
Ppfia2
Acss3
Lin7a
Myf5
Myf6
Ptprq
Otogl
Ppp1r12a
Pawr
Brcc3dc
Syt1
Nav3
E2f7
Csrp2
Zdhhc17
Osbpl8
Bbs10
Nap1l1
Phlda1
Krr1
Glipr1
Glipr1l1
Glipr1l2
Glipr1l3
Caps2
Kcnc2
Atxn7l3b
Trhde
Tph2
Tbc1d15
Rab21
Tmem19
Thap2
Zfc3h1
A930009A15Rik
Lgr5
Tspan8
Ptprr
Taf7l2
Ptprb
Kcnmb4
Cnot2
Myrfl
Rab3ip
Best3
Lrrc10
Cct2
Frs2
Yeats4
Lyz3
Lyz2
Lyz1
Cpsf6
Cpm
Mdm2
Slc35e3
Nup107
Rap1b
Mdm1
Il22
Il22b
Ifng
Dyrk2
Cand1
Grip1
Helb
Irak3
Tmbim4
Llph
Hmga2
Msrb3
Lemd3
Wif1
Tbc1d30
Gns
Rassf3
Tbk1
Xpot
D930020B18Rik
Kics2
Srgap1
Rxylt1
Avpr1a
Ppm1h
Mon2
Usp15
Tafa2
Slc16a7
Lrig3
Atp23
Ctdsp2
Avil
Tsfm
Eef1akmt3
Mettl1
Cyp27b1
Marchf9
Cdk4
Tspan31
Agap2
Os9
B4galnt1
Slc26a10
Arhgef25
Dtx3
Pip4k2c
Kif5a
Dctn2
Mbd6
Ddit3
Mars1
Arhgap9
Gli1
Inhbe
Inhbc
R3hdm2
Stac3
Ndufa4l2
Shmt2
Nxph4
Lrp1
Stat6
Nab2
Nemp1
Myo1a
Tac2
Zbtb39
Gpr182
Rdh1
Rdh9
Rdh16
Rdh19
Rdh16f2
Rdh7
Sdr9c7
Hsd17b6
Prim1
Naca
Ptges3
Atp5f1b
Baz2a
Rbms2
Gls2
Spryd4
Mip
Timeless
Apon
Apof
Stat2
Il23a
Pan2
Cnpy2
Cs
Coq10a
Ankrd52
Slc39a5
Nabp2
Rnf41
Smarcc2
Myl6
Myl6b
Esyt1
Zc3h10
Rpl41
Pa2g4
Erbb3
Rps26
Ikzf4
Suox
Rab5b
Cdk2
Pmel
Dgka
Pym1
Mmp19
Tmem198b
Dnajc14
Ormdl2
Sarnp
Gdf11
Cd63
Rdh5
Bloc1s1
Itga7
Tmt1b
Or10p22
Or10p21
Olfr765
Or6c8
Or6c38
Or6c2b
Or6c201
Or6c202
Or6c204
Or6c5
Or6c205
Or6c206
Or6c68
Or6c35
Or6c208
Or6c1b
Or6c5c
Or6c3
Or6c75
Or6c2
Or6c66b
Or6c88
Or10p1
Or6c209
Or6c1
Or6c3b
Or6c213
Or6c214
Or6c65
Or6c76
Or6c69b
Or6c76b
Or6c70
Or6c219
Or10u4
Or6c74
Or9r3
Or9k2
Or9k7
Neurod4
Tespa1
Vmn2r84
Vmn2r85
Vmn2r86
Vmn2r87
Gm31793
Sfi1
Eif4enif1
Drg1
Patz1
Pik3ip1
Limk2
Rnf185
Pla2g3
Inpp5j
Selenom
Smtn
Tug1
Morc2a
Osbp2
4921536K21Rik
Dusp18
Slc35e4
Tcn2
Pes1
Gal3st1
Sec14l4
Sec14l3
Mtfp1
Sec14l2
Rnf215
Ccdc157
Sf3a1
Tbc1d10a
Castor1
Osm
Lif
Hormad2
Mtmr3
Ascc2
Uqcr10
Zmat5
Cabp7
Nf2
Nipsnap1
Thoc5
Nefh
Ap1b1
Rasl10a
Gas2l1
Ewsr1
Rhbdd3
Emid1
Kremen1
Znrf3
Xbp1
Ccdc117
Ankrd36
Mrps24
Urgcp
Dbnl
Pgam2
Polm
Aebp1
Pold2
Myl7
Gck
Ykt6
Camk2b
Nudcd3
Npc1l1
Ddx56
Tmed4
Ogdh
Zmiz2
Ppia
H2az2
Purb
Myo1g
Ccm2
Nacad
Tbrg4
Wap
Ramp3
Adcy1
Igfbp1
Igfbp3
Tns3
Hus1
Sun3
Gm11992
Upp1
Abca13
Vwc2
Zpbp
Spmip7
4930512M02Rik
Ikzf1
Fignl1
Ddc
Grb10
Cobl
Vstm2a
Sec61g
Egfr
Fbxo48
Plek
Cnrip1
Ppp3r1
Pno1
Dnaaf10
C1d
Etaa1
Meis1
Spred2
Actr2
Rab1a
Cep68
Slc1a4
Sertad2
Aftph
Lgalsl
Peli1
Vps54
Ugp2
Mdh1
Wdpcp
Otx1
Ehbp1
Tmem17
B3gnt2
Commd1
Cct4
Fam161a
Xpo1
Usp34
Ahsa2
1700093K21Rik
Sanbr
Pex13
Pus10
Rel
Papolg
Bcl11a
Fancl
Vrk2
Ccdc85a
Efemp1
Pnpt1
Ppp4r3b
Cfap36
Ccdc88a
Prorsd1
Mtif2
Clhc1
Rps27a
Rtn4
Fem1al
Eml6
Sptbn1
4930505A04Rik
Acyp2
Psme4
Gpr75
Erlec1
Asb3
Chac2
Stc2
Bod1
Cpeb4
4930524B15Rik
Nsg2
Il9r
Snrnp25
Rhbdf1
Mpg
Nprl3
Hba-x
Hba-a1
Hbq1b
Hba-a2
Hbq1a
Sh3pxd2b
Ubtd2
Efcab9
Stk10
Fbxw11
Fgf18
Npm1
Tlx3
Ranbp17
Gabrp
Kcnip1
Kcnmb1
Lcp2
Foxi1
Insyn2b
Dock2
Spdl1
Slit3
Pank3
Fbll1
Rars1
Wwc1
Tenm2
Mat2b
Hmmr
Nudcd2
